68;2026-03-23 19:33:45.140;{-0.258819,0.965926}
69;2026-03-23 19:33:47.149;{-0.173648,0.984808}
70;2026-03-23 19:33:49.143;{-0.0871557,0.996195}
71;2026-03-23 19:33:51.141;{-2.44929e-16,1}
72;2026-03-23 19:33:53.143;{0.0871557,0.996195}
73;2026-03-23 19:33:55.140;{0.173648,0.984808}
74;2026-03-23 19:33:57.144;{0.258819,0.965926}
75;2026-03-23 19:33:59.144;{0.34202,0.939693}
76;2026-03-23 19:34:01.143;{0.422618,0.906308}
77;2026-03-23 19:34:03.148;{0.5,0.866025}
78;2026-03-23 19:34:05.142;{0.573576,0.819152}
79;2026-03-23 19:34:07.146;{0.642788,0.766044}
80;2026-03-23 19:34:09.140;{0.707107,0.707107}
81;2026-03-23 19:34:11.141;{0.766044,0.642788}
82;2026-03-23 19:34:13.141;{0.819152,0.573576}
83;2026-03-23 19:34:15.146;{0.866025,0.5}
84;2026-03-23 19:34:17.142;{0.906308,0.422618}
85;2026-03-23 19:34:19.143;{0.939693,0.34202}
86;2026-03-23 19:34:21.142;{0.965926,0.258819}
87;2026-03-23 19:34:23.148;{0.984808,0.173648}
88;2026-03-23 19:34:25.143;{0.996195,0.0871557}
89;2026-03-23 19:34:27.143;{1,6.12323e-17}
90;2026-03-23 19:34:29.141;{0.996195,-0.0871557}
91;2026-03-23 19:34:31.142;{0.984808,-0.173648}
92;2026-03-23 19:34:33.142;{0.965926,-0.258819}
93;2026-03-23 19:34:35.143;{0.939693,-0.34202}
94;2026-03-23 19:34:37.145;{0.906308,-0.422618}
95;2026-03-23 19:34:39.142;{0.866025,-0.5}
96;2026-03-23 19:34:41.142;{0.819152,-0.573576}
97;2026-03-23 19:34:43.142;{0.766044,-0.642788}
98;2026-03-23 19:34:45.142;{0.707107,-0.707107}
99;2026-03-23 19:34:47.143;{0.642788,-0.766044}
100;2026-03-23 19:34:49.144;{0.573576,-0.819152}
101;2026-03-23 19:34:51.144;{0.5,-0.866025}
102;2026-03-23 19:34:53.143;{0.422618,-0.906308}
103;2026-03-23 19:34:55.141;{0.34202,-0.939693}
104;2026-03-23 19:34:57.141;{0.258819,-0.965926}
105;2026-03-23 19:34:59.143;{0.173648,-0.984808}
106;2026-03-23 19:35:01.141;{0.0871557,-0.996195}
107;2026-03-23 19:35:03.141;{1.22465e-16,-1}
108;2026-03-23 19:35:05.145;{-0.0871557,-0.996195}
109;2026-03-23 19:35:07.140;{-0.173648,-0.984808}
110;2026-03-23 19:35:09.141;{-0.258819,-0.965926}
111;2026-03-23 19:35:11.142;{-0.34202,-0.939693}
112;2026-03-23 19:35:13.146;{-0.422618,-0.906308}
113;2026-03-23 19:35:15.141;{-0.5,-0.866025}
114;2026-03-23 19:35:17.144;{-0.573576,-0.819152}
115;2026-03-23 19:35:19.143;{-0.642788,-0.766044}
116;2026-03-23 19:35:21.141;{-0.707107,-0.707107}
117;2026-03-23 19:35:23.243;{-0.766044,-0.642788}
118;2026-03-23 19:35:25.150;{-0.819152,-0.573576}
119;2026-03-23 19:35:27.143;{-0.866025,-0.5}
120;2026-03-23 19:35:29.143;{-0.906308,-0.422618}
121;2026-03-23 19:35:31.141;{-0.939693,-0.34202}
122;2026-03-23 19:35:33.142;{-0.965926,-0.258819}
123;2026-03-23 19:35:35.147;{-0.984808,-0.173648}
124;2026-03-23 19:35:37.149;{-0.996195,-0.0871557}
125;2026-03-23 19:35:39.143;{-1,-1.83697e-16}
126;2026-03-23 19:35:41.141;{-0.996195,0.0871557}
127;2026-03-23 19:35:43.141;{-0.984808,0.173648}
128;2026-03-23 19:35:45.141;{-0.965926,0.258819}
129;2026-03-23 19:35:47.147;{-0.939693,0.34202}
130;2026-03-23 19:35:49.141;{-0.906308,0.422618}
131;2026-03-23 19:35:51.142;{-0.866025,0.5}
132;2026-03-23 19:35:53.141;{-0.819152,0.573576}
133;2026-03-23 19:35:55.141;{-0.766044,0.642788}
134;2026-03-23 19:35:57.144;{-0.707107,0.707107}
135;2026-03-23 19:35:59.141;{-0.642788,0.766044}
136;2026-03-23 19:36:01.142;{-0.573576,0.819152}
137;2026-03-23 19:36:03.142;{-0.5,0.866025}
138;2026-03-23 19:36:05.142;{-0.422618,0.906308}
139;2026-03-23 19:36:07.142;{-0.34202,0.939693}
140;2026-03-23 19:36:09.146;{-0.258819,0.965926}
141;2026-03-23 19:36:11.141;{-0.173648,0.984808}
142;2026-03-23 19:36:13.141;{-0.0871557,0.996195}
143;2026-03-23 19:36:15.144;{-2.44929e-16,1}
144;2026-03-23 19:36:17.144;{0.0871557,0.996195}
145;2026-03-23 19:36:19.141;{0.173648,0.984808}
146;2026-03-23 19:36:21.143;{0.258819,0.965926}
147;2026-03-23 19:36:23.143;{0.34202,0.939693}
148;2026-03-23 19:36:25.141;{0.422618,0.906308}
149;2026-03-23 19:36:27.145;{0.5,0.866025}
150;2026-03-23 19:36:29.142;{0.573576,0.819152}
151;2026-03-23 19:36:31.143;{0.642788,0.766044}
152;2026-03-23 19:36:33.150;{0.707107,0.707107}
153;2026-03-23 19:36:35.139;{0.766044,0.642788}
154;2026-03-23 19:36:37.141;{0.819152,0.573576}
155;2026-03-23 19:36:39.142;{0.866025,0.5}
156;2026-03-23 19:36:41.143;{0.906308,0.422618}
157;2026-03-23 19:36:43.141;{0.939693,0.34202}
158;2026-03-23 19:36:45.141;{0.965926,0.258819}
159;2026-03-23 19:36:47.140;{0.984808,0.173648}
160;2026-03-23 19:36:49.142;{0.996195,0.0871557}
161;2026-03-23 19:36:51.140;{1,6.12323e-17}
162;2026-03-23 19:36:53.141;{0.996195,-0.0871557}
163;2026-03-23 19:36:55.141;{0.984808,-0.173648}
164;2026-03-23 19:36:57.140;{0.965926,-0.258819}
165;2026-03-23 19:36:59.140;{0.939693,-0.34202}
166;2026-03-23 19:37:01.144;{0.906308,-0.422618}
167;2026-03-23 19:37:03.142;{0.866025,-0.5}
168;2026-03-23 19:37:05.143;{0.819152,-0.573576}
169;2026-03-23 19:37:07.142;{0.766044,-0.642788}
170;2026-03-23 19:37:09.141;{0.707107,-0.707107}
171;2026-03-23 19:37:11.143;{0.642788,-0.766044}
172;2026-03-23 19:37:13.152;{0.573576,-0.819152}
173;2026-03-23 19:37:15.140;{0.5,-0.866025}
174;2026-03-23 19:37:17.142;{0.422618,-0.906308}
175;2026-03-23 19:37:19.142;{0.34202,-0.939693}
176;2026-03-23 19:37:21.141;{0.258819,-0.965926}
177;2026-03-23 19:37:23.144;{0.173648,-0.984808}
178;2026-03-23 19:37:25.154;{0.0871557,-0.996195}
179;2026-03-23 19:37:27.146;{1.22465e-16,-1}
180;2026-03-23 19:37:29.145;{-0.0871557,-0.996195}
181;2026-03-23 19:37:31.143;{-0.173648,-0.984808}
182;2026-03-23 19:37:33.140;{-0.258819,-0.965926}
183;2026-03-23 19:37:35.143;{-0.34202,-0.939693}
184;2026-03-23 19:37:37.142;{-0.422618,-0.906308}
185;2026-03-23 19:37:39.143;{-0.5,-0.866025}
186;2026-03-23 19:37:41.146;{-0.573576,-0.819152}
187;2026-03-23 19:37:43.145;{-0.642788,-0.766044}
188;2026-03-23 19:37:45.142;{-0.707107,-0.707107}
189;2026-03-23 19:37:47.140;{-0.766044,-0.642788}
190;2026-03-23 19:37:49.141;{-0.819152,-0.573576}
191;2026-03-23 19:37:51.146;{-0.866025,-0.5}
192;2026-03-23 19:37:53.142;{-0.906308,-0.422618}
193;2026-03-23 19:37:55.142;{-0.939693,-0.34202}
194;2026-03-23 19:37:57.143;{-0.965926,-0.258819}
195;2026-03-23 19:37:59.141;{-0.984808,-0.173648}
196;2026-03-23 19:38:01.143;{-0.996195,-0.0871557}
197;2026-03-23 19:38:03.143;{-1,-1.83697e-16}
198;2026-03-23 19:38:05.142;{-0.996195,0.0871557}
199;2026-03-23 19:38:07.140;{-0.984808,0.173648}
200;2026-03-23 19:38:09.142;{-0.965926,0.258819}
201;2026-03-23 19:38:11.140;{-0.939693,0.34202}
202;2026-03-23 19:38:13.142;{-0.906308,0.422618}
203;2026-03-23 19:38:15.142;{-0.866025,0.5}
204;2026-03-23 19:38:17.140;{-0.819152,0.573576}
205;2026-03-23 19:38:19.141;{-0.766044,0.642788}
206;2026-03-23 19:38:21.144;{-0.707107,0.707107}
207;2026-03-23 19:38:23.142;{-0.642788,0.766044}
208;2026-03-23 19:38:25.141;{-0.573576,0.819152}
209;2026-03-23 19:38:27.142;{-0.5,0.866025}
210;2026-03-23 19:38:29.143;{-0.422618,0.906308}
211;2026-03-23 19:38:31.142;{-0.34202,0.939693}
212;2026-03-23 19:38:33.148;{-0.258819,0.965926}
213;2026-03-23 19:38:35.148;{-0.173648,0.984808}
214;2026-03-23 19:38:37.143;{-0.0871557,0.996195}
215;2026-03-23 19:38:39.140;{-2.44929e-16,1}
216;2026-03-23 19:38:41.141;{0.0871557,0.996195}
217;2026-03-23 19:38:43.142;{0.173648,0.984808}
218;2026-03-23 19:38:45.142;{0.258819,0.965926}
219;2026-03-23 19:38:47.141;{0.34202,0.939693}
220;2026-03-23 19:38:49.143;{0.422618,0.906308}
221;2026-03-23 19:38:51.140;{0.5,0.866025}
222;2026-03-23 19:38:53.142;{0.573576,0.819152}
223;2026-03-23 19:38:55.140;{0.642788,0.766044}
224;2026-03-23 19:38:57.142;{0.707107,0.707107}
225;2026-03-23 19:38:59.140;{0.766044,0.642788}
226;2026-03-23 19:39:01.142;{0.819152,0.573576}
227;2026-03-23 19:39:03.140;{0.866025,0.5}
228;2026-03-23 19:39:05.141;{0.906308,0.422618}
229;2026-03-23 19:39:07.143;{0.939693,0.34202}
230;2026-03-23 19:39:09.141;{0.965926,0.258819}
231;2026-03-23 19:39:11.142;{0.984808,0.173648}
232;2026-03-23 19:39:13.143;{0.996195,0.0871557}
233;2026-03-23 19:39:15.141;{1,6.12323e-17}
234;2026-03-23 19:39:17.143;{0.996195,-0.0871557}
235;2026-03-23 19:39:19.142;{0.984808,-0.173648}
236;2026-03-23 19:39:21.143;{0.965926,-0.258819}
237;2026-03-23 19:39:23.143;{0.939693,-0.34202}
238;2026-03-23 19:39:25.140;{0.906308,-0.422618}
239;2026-03-23 19:39:27.151;{0.866025,-0.5}
240;2026-03-23 19:39:29.141;{0.819152,-0.573576}
241;2026-03-23 19:39:31.144;{0.766044,-0.642788}
242;2026-03-23 19:39:33.141;{0.707107,-0.707107}
243;2026-03-23 19:39:35.142;{0.642788,-0.766044}
244;2026-03-23 19:39:37.141;{0.573576,-0.819152}
245;2026-03-23 19:39:39.142;{0.5,-0.866025}
246;2026-03-23 19:39:41.140;{0.422618,-0.906308}
247;2026-03-23 19:39:43.142;{0.34202,-0.939693}
248;2026-03-23 19:39:45.142;{0.258819,-0.965926}
249;2026-03-23 19:39:47.142;{0.173648,-0.984808}
250;2026-03-23 19:39:49.140;{0.0871557,-0.996195}
251;2026-03-23 19:39:51.145;{1.22465e-16,-1}
252;2026-03-23 19:39:53.142;{-0.0871557,-0.996195}
253;2026-03-23 19:39:55.141;{-0.173648,-0.984808}
254;2026-03-23 19:39:57.142;{-0.258819,-0.965926}
255;2026-03-23 19:39:59.143;{-0.34202,-0.939693}
256;2026-03-23 19:40:01.140;{-0.422618,-0.906308}
257;2026-03-23 19:40:03.143;{-0.5,-0.866025}
258;2026-03-23 19:40:05.142;{-0.573576,-0.819152}
259;2026-03-23 19:40:07.141;{-0.642788,-0.766044}
260;2026-03-23 19:40:09.144;{-0.707107,-0.707107}
261;2026-03-23 19:40:11.142;{-0.766044,-0.642788}
262;2026-03-23 19:40:13.141;{-0.819152,-0.573576}
263;2026-03-23 19:40:15.141;{-0.866025,-0.5}
264;2026-03-23 19:40:17.141;{-0.906308,-0.422618}
265;2026-03-23 19:40:19.147;{-0.939693,-0.34202}
266;2026-03-23 19:40:21.150;{-0.965926,-0.258819}
267;2026-03-23 19:40:23.141;{-0.984808,-0.173648}
268;2026-03-23 19:40:25.141;{-0.996195,-0.0871557}
269;2026-03-23 19:40:27.141;{-1,-1.83697e-16}
270;2026-03-23 19:40:29.142;{-0.996195,0.0871557}
271;2026-03-23 19:40:31.145;{-0.984808,0.173648}
272;2026-03-23 19:40:33.142;{-0.965926,0.258819}
273;2026-03-23 19:40:35.142;{-0.939693,0.34202}
274;2026-03-23 19:40:37.143;{-0.906308,0.422618}
275;2026-03-23 19:40:39.142;{-0.866025,0.5}
276;2026-03-23 19:40:41.143;{-0.819152,0.573576}
277;2026-03-23 19:40:43.142;{-0.766044,0.642788}
278;2026-03-23 19:40:45.140;{-0.707107,0.707107}
279;2026-03-23 19:40:47.142;{-0.642788,0.766044}
280;2026-03-23 19:40:49.141;{-0.573576,0.819152}
281;2026-03-23 19:40:51.141;{-0.5,0.866025}
282;2026-03-23 19:40:53.143;{-0.422618,0.906308}
283;2026-03-23 19:40:55.142;{-0.34202,0.939693}
284;2026-03-23 19:40:57.141;{-0.258819,0.965926}
285;2026-03-23 19:40:59.144;{-0.173648,0.984808}
286;2026-03-23 19:41:01.143;{-0.0871557,0.996195}
287;2026-03-23 19:41:03.141;{-2.44929e-16,1}
288;2026-03-23 19:41:05.140;{0.0871557,0.996195}
289;2026-03-23 19:41:07.144;{0.173648,0.984808}
290;2026-03-23 19:41:09.142;{0.258819,0.965926}
291;2026-03-23 19:41:11.143;{0.34202,0.939693}
292;2026-03-23 19:41:13.141;{0.422618,0.906308}
293;2026-03-23 19:41:15.147;{0.5,0.866025}
294;2026-03-23 19:41:17.142;{0.573576,0.819152}
295;2026-03-23 19:41:19.142;{0.642788,0.766044}
296;2026-03-23 19:41:21.145;{0.707107,0.707107}
297;2026-03-23 19:41:23.140;{0.766044,0.642788}
298;2026-03-23 19:41:25.141;{0.819152,0.573576}
299;2026-03-23 19:41:27.141;{0.866025,0.5}
300;2026-03-23 19:41:29.142;{0.906308,0.422618}
301;2026-03-23 19:41:31.141;{0.939693,0.34202}
302;2026-03-23 19:41:33.143;{0.965926,0.258819}
303;2026-03-23 19:41:35.140;{0.984808,0.173648}
304;2026-03-23 19:41:37.141;{0.996195,0.0871557}
305;2026-03-23 19:41:39.142;{1,6.12323e-17}
306;2026-03-23 19:41:41.142;{0.996195,-0.0871557}
307;2026-03-23 19:41:43.144;{0.984808,-0.173648}
308;2026-03-23 19:41:45.141;{0.965926,-0.258819}
309;2026-03-23 19:41:47.151;{0.939693,-0.34202}
310;2026-03-23 19:41:49.141;{0.906308,-0.422618}
311;2026-03-23 19:41:51.142;{0.866025,-0.5}
312;2026-03-23 19:41:53.142;{0.819152,-0.573576}
313;2026-03-23 19:41:55.144;{0.766044,-0.642788}
314;2026-03-23 19:41:57.144;{0.707107,-0.707107}
315;2026-03-23 19:41:59.145;{0.642788,-0.766044}
316;2026-03-23 19:42:01.144;{0.573576,-0.819152}
317;2026-03-23 19:42:03.145;{0.5,-0.866025}
318;2026-03-23 19:42:05.141;{0.422618,-0.906308}
319;2026-03-23 19:42:07.141;{0.34202,-0.939693}
320;2026-03-23 19:42:09.141;{0.258819,-0.965926}
321;2026-03-23 19:42:11.149;{0.173648,-0.984808}
322;2026-03-23 19:42:13.145;{0.0871557,-0.996195}
323;2026-03-23 19:42:15.147;{1.22465e-16,-1}
324;2026-03-23 19:42:17.143;{-0.0871557,-0.996195}
325;2026-03-23 19:42:19.142;{-0.173648,-0.984808}
326;2026-03-23 19:42:21.144;{-0.258819,-0.965926}
327;2026-03-23 19:42:23.142;{-0.34202,-0.939693}
328;2026-03-23 19:42:25.140;{-0.422618,-0.906308}
329;2026-03-23 19:42:27.142;{-0.5,-0.866025}
330;2026-03-23 19:42:29.145;{-0.573576,-0.819152}
331;2026-03-23 19:42:31.144;{-0.642788,-0.766044}
332;2026-03-23 19:42:33.145;{-0.707107,-0.707107}
333;2026-03-23 19:42:35.142;{-0.766044,-0.642788}
334;2026-03-23 19:42:37.142;{-0.819152,-0.573576}
335;2026-03-23 19:42:39.143;{-0.866025,-0.5}
336;2026-03-23 19:42:41.142;{-0.906308,-0.422618}
337;2026-03-23 19:42:43.141;{-0.939693,-0.34202}
338;2026-03-23 19:42:45.142;{-0.965926,-0.258819}
339;2026-03-23 19:42:47.141;{-0.984808,-0.173648}
340;2026-03-23 19:42:49.141;{-0.996195,-0.0871557}
341;2026-03-23 19:42:51.142;{-1,-1.83697e-16}
342;2026-03-23 19:42:53.148;{-0.996195,0.0871557}
343;2026-03-23 19:42:55.142;{-0.984808,0.173648}
344;2026-03-23 19:42:57.142;{-0.965926,0.258819}
345;2026-03-23 19:42:59.141;{-0.939693,0.34202}
346;2026-03-23 19:43:01.143;{-0.906308,0.422618}
347;2026-03-23 19:43:03.142;{-0.866025,0.5}
348;2026-03-23 19:43:05.143;{-0.819152,0.573576}
349;2026-03-23 19:43:07.144;{-0.766044,0.642788}
350;2026-03-23 19:43:09.142;{-0.707107,0.707107}
351;2026-03-23 19:43:11.141;{-0.642788,0.766044}
352;2026-03-23 19:43:13.140;{-0.573576,0.819152}
353;2026-03-23 19:43:15.141;{-0.5,0.866025}
354;2026-03-23 19:43:17.144;{-0.422618,0.906308}
355;2026-03-23 19:43:19.141;{-0.34202,0.939693}
356;2026-03-23 19:43:21.141;{-0.258819,0.965926}
357;2026-03-23 19:43:23.141;{-0.173648,0.984808}
358;2026-03-23 19:43:25.141;{-0.0871557,0.996195}
359;2026-03-23 19:43:27.141;{-2.44929e-16,1}
360;2026-03-23 19:43:29.145;{0.0871557,0.996195}
361;2026-03-23 19:43:31.141;{0.173648,0.984808}
362;2026-03-23 19:43:33.142;{0.258819,0.965926}
363;2026-03-23 19:43:35.142;{0.34202,0.939693}
364;2026-03-23 19:43:37.145;{0.422618,0.906308}
365;2026-03-23 19:43:39.142;{0.5,0.866025}
366;2026-03-23 19:43:41.144;{0.573576,0.819152}
367;2026-03-23 19:43:43.142;{0.642788,0.766044}
368;2026-03-23 19:43:45.140;{0.707107,0.707107}
369;2026-03-23 19:43:47.149;{0.766044,0.642788}
370;2026-03-23 19:43:49.146;{0.819152,0.573576}
371;2026-03-23 19:43:51.142;{0.866025,0.5}
372;2026-03-23 19:43:53.143;{0.906308,0.422618}
373;2026-03-23 19:43:55.142;{0.939693,0.34202}
374;2026-03-23 19:43:57.142;{0.965926,0.258819}
375;2026-03-23 19:43:59.142;{0.984808,0.173648}
376;2026-03-23 19:44:01.142;{0.996195,0.0871557}
377;2026-03-23 19:44:03.141;{1,6.12323e-17}
378;2026-03-23 19:44:05.141;{0.996195,-0.0871557}
379;2026-03-23 19:44:07.142;{0.984808,-0.173648}
380;2026-03-23 19:44:09.141;{0.965926,-0.258819}
381;2026-03-23 19:44:11.143;{0.939693,-0.34202}
382;2026-03-23 19:44:13.147;{0.906308,-0.422618}
383;2026-03-23 19:44:15.142;{0.866025,-0.5}
384;2026-03-23 19:44:17.140;{0.819152,-0.573576}
385;2026-03-23 19:44:19.143;{0.766044,-0.642788}
386;2026-03-23 19:44:21.162;{0.707107,-0.707107}
387;2026-03-23 19:44:23.140;{0.642788,-0.766044}
388;2026-03-23 19:44:25.141;{0.573576,-0.819152}
389;2026-03-23 19:44:27.142;{0.5,-0.866025}
390;2026-03-23 19:44:29.142;{0.422618,-0.906308}
391;2026-03-23 19:44:31.141;{0.34202,-0.939693}
392;2026-03-23 19:44:33.142;{0.258819,-0.965926}
393;2026-03-23 19:44:35.142;{0.173648,-0.984808}
394;2026-03-23 19:44:37.140;{0.0871557,-0.996195}
395;2026-03-23 19:44:39.140;{1.22465e-16,-1}
396;2026-03-23 19:44:41.141;{-0.0871557,-0.996195}
397;2026-03-23 19:44:43.140;{-0.173648,-0.984808}
398;2026-03-23 19:44:45.141;{-0.258819,-0.965926}
399;2026-03-23 19:44:47.142;{-0.34202,-0.939693}
400;2026-03-23 19:44:49.147;{-0.422618,-0.906308}
401;2026-03-23 19:44:51.142;{-0.5,-0.866025}
402;2026-03-23 19:44:53.144;{-0.573576,-0.819152}
403;2026-03-23 19:44:55.140;{-0.642788,-0.766044}
404;2026-03-23 19:44:57.142;{-0.707107,-0.707107}
405;2026-03-23 19:44:59.146;{-0.766044,-0.642788}
406;2026-03-23 19:45:01.142;{-0.819152,-0.573576}
407;2026-03-23 19:45:03.145;{-0.866025,-0.5}
408;2026-03-23 19:45:05.141;{-0.906308,-0.422618}
409;2026-03-23 19:45:07.145;{-0.939693,-0.34202}
410;2026-03-23 19:45:09.142;{-0.965926,-0.258819}
411;2026-03-23 19:45:11.144;{-0.984808,-0.173648}
412;2026-03-23 19:45:13.144;{-0.996195,-0.0871557}
413;2026-03-23 19:45:15.142;{-1,-1.83697e-16}
414;2026-03-23 19:45:17.143;{-0.996195,0.0871557}
415;2026-03-23 19:45:19.142;{-0.984808,0.173648}
416;2026-03-23 19:45:21.142;{-0.965926,0.258819}
417;2026-03-23 19:45:23.140;{-0.939693,0.34202}
418;2026-03-23 19:45:25.140;{-0.906308,0.422618}
419;2026-03-23 19:45:27.142;{-0.866025,0.5}
420;2026-03-23 19:45:29.142;{-0.819152,0.573576}
421;2026-03-23 19:45:31.147;{-0.766044,0.642788}
422;2026-03-23 19:45:33.141;{-0.707107,0.707107}
423;2026-03-23 19:45:35.143;{-0.642788,0.766044}
424;2026-03-23 19:45:37.140;{-0.573576,0.819152}
425;2026-03-23 19:45:39.141;{-0.5,0.866025}
426;2026-03-23 19:45:41.141;{-0.422618,0.906308}
427;2026-03-23 19:45:43.141;{-0.34202,0.939693}
428;2026-03-23 19:45:45.144;{-0.258819,0.965926}
429;2026-03-23 19:45:47.140;{-0.173648,0.984808}
430;2026-03-23 19:45:49.142;{-0.0871557,0.996195}
431;2026-03-23 19:45:51.141;{-2.44929e-16,1}
432;2026-03-23 19:45:53.142;{0.0871557,0.996195}
433;2026-03-23 19:45:55.142;{0.173648,0.984808}
434;2026-03-23 19:45:57.141;{0.258819,0.965926}
435;2026-03-23 19:45:59.140;{0.34202,0.939693}
436;2026-03-23 19:46:01.141;{0.422618,0.906308}
437;2026-03-23 19:46:03.142;{0.5,0.866025}
438;2026-03-23 19:46:05.143;{0.573576,0.819152}
439;2026-03-23 19:46:07.141;{0.642788,0.766044}
440;2026-03-23 19:46:09.140;{0.707107,0.707107}
441;2026-03-23 19:46:11.144;{0.766044,0.642788}
442;2026-03-23 19:46:13.145;{0.819152,0.573576}
443;2026-03-23 19:46:15.150;{0.866025,0.5}
444;2026-03-23 19:46:17.142;{0.906308,0.422618}
445;2026-03-23 19:46:19.140;{0.939693,0.34202}
446;2026-03-23 19:46:21.140;{0.965926,0.258819}
447;2026-03-23 19:46:23.140;{0.984808,0.173648}
448;2026-03-23 19:46:25.140;{0.996195,0.0871557}
449;2026-03-23 19:46:27.142;{1,6.12323e-17}
450;2026-03-23 19:46:29.144;{0.996195,-0.0871557}
451;2026-03-23 19:46:31.144;{0.984808,-0.173648}
452;2026-03-23 19:46:33.142;{0.965926,-0.258819}
453;2026-03-23 19:46:35.142;{0.939693,-0.34202}
454;2026-03-23 19:46:37.140;{0.906308,-0.422618}
455;2026-03-23 19:46:39.140;{0.866025,-0.5}
456;2026-03-23 19:46:41.144;{0.819152,-0.573576}
457;2026-03-23 19:46:43.140;{0.766044,-0.642788}
458;2026-03-23 19:46:45.141;{0.707107,-0.707107}
459;2026-03-23 19:46:47.142;{0.642788,-0.766044}
460;2026-03-23 19:46:49.141;{0.573576,-0.819152}
461;2026-03-23 19:46:51.141;{0.5,-0.866025}
462;2026-03-23 19:46:53.142;{0.422618,-0.906308}
463;2026-03-23 19:46:55.142;{0.34202,-0.939693}
464;2026-03-23 19:46:57.142;{0.258819,-0.965926}
465;2026-03-23 19:46:59.142;{0.173648,-0.984808}
466;2026-03-23 19:47:01.141;{0.0871557,-0.996195}
